Year,Month,Region,Org Code,Org Name,A0,A1,A2,A3,A4,A114,A5,A6,A111,A112,A113,A7,A8,A9,A10,A11,A12,A24,A25,A26,A27,A28,A29,A30,A31,A32,A33,A34,A35,A36,A37,A38,A126,A127,A128,A129,A130,A131,A17,A18,A19,A20,A21,A22,A23,A132,A133,A134,A135,A136,A137,A138,A139,A53,A54,A55,A56,A39,A40,A41,A42,A43,A44,A45,A46,A47,A48,A74,A82,A83,A84,A78,A94,A95,A96,A115,A116,A117,A118,A75,A85,A86,A87,A79,A97,A98,A99,A119,A120,A121,A122,A76,A88,A89,A90,A80,A100,A101,A102,A77,A91,A92,A93,A81,A103,A104,A105,A49,A50,A51,A52,A13,A14,A15,A16,A106,A107,A108,A109,A110,A140,A141,A142,A143,A144,A145,A146,A147,A148,A124,A125,A57,A58,A59,A60,A61,A62,A63,A64,A65,A66,A67,A68,A69,A70,A71,A72,A73
2021,10,Y62,RX7,NORTH WEST AMBULANCE SERVICE NHS TRUST,165897,141567,4849472,34,0,105,146,220,239,16711,2909,92879,14487,10183,51131,11436,681,8021301,554,933,7297596,717,1226,207683365,4062,8924,169177755,14793,37674,22780056,33451,63838,.,.,.,.,.,.,8222,620,5638,549,665,1299,91,.,.,.,.,.,.,.,.,48785,6394,29478,84657,28258,22585,19636,15902,72530,53530,15923,11672,876,624,118,96908,821,1337,32,23231,726,1241,14337,7901162,551,929,3829,16753046,4375,9208,2258,9510629,4212,9133,45044,181419690,4028,8874,1623,27047368,16665,42026,1107,21107663,19067,48077,875,24809179,28353,67786,408,14096757,34551,71133,298,111929,376,682,7968,488337,61,139,53,237128,4474,9754,35,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,10,Y63,RX8,YORKSHIRE AMBULANCE SERVICE NHS TRUST,108746,75480,12527193,166,111,405,534,821,283,192,153,70618,7561,5373,41364,9440,148,5017659,664,1124,3947595,735,1258,108362500,2620,5553,80662419,8545,19997,1510042,10203,28374,.,.,.,.,.,.,6573,659,1867,5685,1760,2287,824,.,.,.,.,.,.,.,.,38896,4975,20174,64045,12626,10021,8718,6982,52792,43716,13893,10122,223,170,227,157447,694,1134,48,24095,502,1033,7286,4836117,664,1124,3743,10218355,2730,5526,1152,3162680,2745,6051,36469,94981465,2604,5534,1921,16755085,8722,19168,1687,16532456,9800,23447,1240,19772807,15946,40042,531,10129265,19076,47610,247,102632,416,722,4067,511150,126,358,60,154025,2567,4700,46,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,10,Y60,RX9,EAST MIDLANDS AMBULANCE SERVICE NHS TRUST,114679,93765,3022699,32,2,110,165,279,435,2112,502,67230,8656,5479,40952,7392,97,4928286,569,1021,5556388,1014,2181,145185293,3545,7626,106749573,14441,34984,998711,10296,21969,.,.,.,.,.,.,7264,1185,697,27,4524,858,3495,.,.,.,.,.,.,.,.,34282,3576,22108,59966,15020,11880,9723,7778,55458,43740,11163,7999,72,58,0,0,.,.,16,12633,790,1537,8640,4915653,569,1020,707,3068378,4340,9174,920,3468050,3770,8697,39325,138648865,3526,7577,0,0,0,0,237,4566100,19266,45913,2044,20158723,9862,18877,73,933658,12790,32176,371,110604,298,514,4876,348328,71,165,43,107140,2492,5378,32,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,10,Y60,RYA,WEST MIDLANDS AMBULANCE SERVICE UNIVERSITY NHS FOUNDATION TRUST,159014,128039,766964,6,0,19,34,75,134,0,162,97694,10312,6504,52325,13552,604,5076837,492,866,3694480,568,1021,146207604,2794,6385,194949213,14385,35822,10405336,17227,37685,.,.,.,.,.,.,17176,3278,5605,3599,887,7406,2313,.,.,.,.,.,.,.,.,45953,5364,29201,80518,21319,14667,13089,9261,72116,54744,27108,14242,1606,645,175,109018,623,1032,117,65657,561,1009,10020,4902162,489,856,5563,15232847,2738,6123,1188,4019511,3383,7826,45574,126955246,2786,6388,1543,20125530,13043,29461,351,4041970,11516,28826,1347,25233347,18733,43301,180,3521703,19565,52577,479,157000,328,606,5694,177776,31,56,135,342035,2534,5493,120,.,.,.,.,.,.,.,.,.,.,.,142,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,10,Y61,RYC,EAST OF ENGLAND AMBULANCE SERVICE NHS TRUST,141105,101377,5378856,53,22,159,209,276,415,6,2695,74283,8487,5525,44657,9738,280,5404515,637,1159,3653530,661,1188,150081812,3361,7202,107792576,11069,27294,3672483,13116,32673,.,.,.,.,.,.,7331,81,4243,639,27,2980,623,.,.,.,.,.,.,.,.,40320,2200,24432,66952,18631,13015,11809,8419,71975,48686,18566,10971,458,310,11,10208,928,1561,1,135,135,135,8475,5394172,636,1159,3092,10963538,3546,7175,991,3487865,3520,7933,40574,135630409,3343,7182,380,6422051,16900,43844,106,1659147,15652,42324,540,10705109,19824,51544,63,937850,14887,49936,660,213815,324,583,4786,384924,80,191,152,412439,2713,6805,128,.,.,.,.,.,.,.,.,.,.,.,6,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,10,Y59,RYD,SOUTH EAST COAST AMBULANCE SERVICE NHS FOUNDATION TRUST,105379,89087,4175112,47,1,158,219,353,212,17,46,64487,5010,3242,36695,13767,227,2743986,548,978,2190540,676,1221,76909909,2096,4245,168873791,12267,29173,3813036,16798,37729,.,.,.,.,.,.,6698,215,1175,1578,673,4635,1245,.,.,.,.,.,.,.,.,36420,1662,19707,57789,10089,7382,6389,4776,51626,38585,27115,14461,497,241,76,51258,674,1168,84,53208,633,1343,4850,2639520,544,970,2396,4798607,2003,3895,1100,2391870,2174,4530,33199,69719432,2100,4257,903,14000596,15505,36099,430,7017570,16320,37178,759,14710583,19382,46095,109,2163056,19845,46108,20,6663,333,539,3457,339541,98,167,89,160027,1798,3366,79,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,10,Y59,RYE,SOUTH CENTRAL AMBULANCE SERVICE NHS FOUNDATION TRUST,113645,64712,4310655,67,13,199,245,321,313,27,29,56968,4044,2513,27912,14221,805,2228373,551,991,1790114,712,1267,59667333,2138,4395,117261651,8246,18269,8546178,10616,23388,.,.,.,.,.,.,7743,257,877,488,970,5639,350,.,.,.,.,.,.,.,.,27548,2499,19178,49225,7379,5608,4512,3448,37057,29712,21714,15727,1334,939,55,41376,752,1294,42,22193,528,1256,3947,2164804,548,986,2084,4126255,1980,3830,515,931866,1809,3901,25313,54609212,2157,4449,1912,12146214,6353,11346,657,3309874,5038,9736,163,2457565,15077,24270,65,468645,7210,17629,208,72053,346,590,2975,304758,102,240,58,131926,2275,4869,51,.,.,.,.,.,.,.,.,.,.,.,27,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,10,Y58,RYF,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,135033,111104,14803733,133,102,307,373,530,357,0,275,74837,9015,5504,45254,10499,98,6382974,708,1272,4287836,779,1436,229191957,5065,11098,150544672,14339,38025,1634271,16676,48595,.,.,.,.,.,.,7968,1106,3416,2477,479,2967,2,.,.,.,.,.,.,.,.,35476,2777,28616,66869,17413,12692,10685,7839,61677,48042,16098,11223,165,104,55,43213,786,1327,46,25312,550,990,8914,6314449,708,1272,2143,11550173,5390,11317,885,4440355,5017,10921,42226,213201429,5049,11085,981,14573663,14856,39048,168,2976361,17716,45335,552,7827757,14181,32971,28,420439,15016,35763,760,358644,472,787,5149,754530,147,326,68,262313,3858,8692,46,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,10,London,Y56,London,203409,158184,3929161,25,0,96,151,267,712,0,2032,109537,10898,7668,60476,15254,1110,4601452,422,720,5420201,707,1235,181268692,2997,6430,112365512,7366,18594,15985593,14401,29251,.,.,.,.,.,.,17901,297,3119,3789,69,14416,0,.,.,.,.,.,.,.,.,55365,4143,32128,91636,27218,20696,18829,14616,84633,67076,22676,17394,1427,1168,138,81477,590,887,64,37265,582,974,10696,4482710,419,714,3295,10756757,3265,6705,1198,3470610,2897,6399,55983,167041325,2984,6415,688,7547279,10970,22303,192,1729183,9006,18742,880,10775503,12245,25041,50,613416,12268,26007,890,288347,324,594,5629,516305,92,202,168,626911,3732,8453,149,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,10,South West,Y58,South West,135033,111104,14803733,133,102,307,373,530,357,0,275,74837,9015,5504,45254,10499,98,6382974,708,1272,4287836,779,1436,229191957,5065,11098,150544672,14339,38025,1634271,16676,48595,.,.,.,.,.,.,7968,1106,3416,2477,479,2967,2,.,.,.,.,.,.,.,.,35476,2777,28616,66869,17413,12692,10685,7839,61677,48042,16098,11223,165,104,55,43213,786,1327,46,25312,550,990,8914,6314449,708,1272,2143,11550173,5390,11317,885,4440355,5017,10921,42226,213201429,5049,11085,981,14573663,14856,39048,168,2976361,17716,45335,552,7827757,14181,32971,28,420439,15016,35763,760,358644,472,787,5149,754530,147,326,68,262313,3858,8692,46,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,10,South East,Y59,South East,222501,155978,8550144,55,6,174,228,338,538,44,78,124040,9225,5864,65799,28674,1084,5074041,550,985,4046696,690,1238,138873709,2111,4304,289992027,10113,23403,12779076,11789,26094,.,.,.,.,.,.,14761,474,2090,2126,1648,10549,1616,.,.,.,.,.,.,.,.,65418,4177,39684,109279,17736,13225,11067,8370,90110,69586,49650,30915,1902,1239,133,94182,708,1216,128,83293,651,1373,8964,4896566,546,978,4582,9124106,1991,3873,1636,3421281,2091,4414,59581,126328322,2120,4331,2952,26948688,9129,18893,1103,10460248,9483,20499,932,17260845,18520,41963,183,2894011,15814,37195,238,82004,345,581,6568,652517,99,199,149,300279,2015,3968,132,.,.,.,.,.,.,.,.,.,.,.,27,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,10,Midlands,Y60,Midlands,273693,221804,3789663,17,1,57,89,161,569,2112,664,164924,18968,11983,93277,20944,701,10005123,527,937,9250868,772,1551,291392897,3124,6930,301698786,14405,35526,11404047,16268,35510,.,.,.,.,.,.,24440,4463,6302,3626,5411,8264,5808,.,.,.,.,.,.,.,.,80235,8940,51309,140484,36339,26547,22812,17039,127574,98484,38271,22241,1678,703,175,109018,623,1032,133,78290,589,1073,18660,9817815,526,932,6270,18301225,2919,6467,2108,7487561,3552,8206,84899,265604111,3128,6939,1543,20125530,13043,29461,588,8608070,14640,35713,3391,45392070,13386,28579,253,4455361,17610,46691,850,267604,315,566,10570,526104,50,106,178,449175,2523,5465,152,.,.,.,.,.,.,.,.,.,.,.,142,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,10,East of England,Y61,East of England,141105,101377,5378856,53,22,159,209,276,415,6,2695,74283,8487,5525,44657,9738,280,5404515,637,1159,3653530,661,1188,150081812,3361,7202,107792576,11069,27294,3672483,13116,32673,.,.,.,.,.,.,7331,81,4243,639,27,2980,623,.,.,.,.,.,.,.,.,40320,2200,24432,66952,18631,13015,11809,8419,71975,48686,18566,10971,458,310,11,10208,928,1561,1,135,135,135,8475,5394172,636,1159,3092,10963538,3546,7175,991,3487865,3520,7933,40574,135630409,3343,7182,380,6422051,16900,43844,106,1659147,15652,42324,540,10705109,19824,51544,63,937850,14887,49936,660,213815,324,583,4786,384924,80,191,152,412439,2713,6805,128,.,.,.,.,.,.,.,.,.,.,.,6,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,10,North West,Y62,North West,165897,141567,4849472,34,0,105,146,220,239,16711,2909,92879,14487,10183,51131,11436,681,8021301,554,933,7297596,717,1226,207683365,4062,8924,169177755,14793,37674,22780056,33451,63838,.,.,.,.,.,.,8222,620,5638,549,665,1299,91,.,.,.,.,.,.,.,.,48785,6394,29478,84657,28258,22585,19636,15902,72530,53530,15923,11672,876,624,118,96908,821,1337,32,23231,726,1241,14337,7901162,551,929,3829,16753046,4375,9208,2258,9510629,4212,9133,45044,181419690,4028,8874,1623,27047368,16665,42026,1107,21107663,19067,48077,875,24809179,28353,67786,408,14096757,34551,71133,298,111929,376,682,7968,488337,61,139,53,237128,4474,9754,35,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,10,North East and Yorkshire,Y63,North East and Yorkshire,164366,122129,15627100,128,77,315,424,685,369,2940,158,107042,11049,7630,61977,14180,527,6698046,606,1040,5190252,680,1174,168654259,2721,5630,129980074,9166,21800,4024671,7637,19277,.,.,.,.,.,.,11402,705,2106,7731,2020,6571,824,.,.,.,.,.,.,.,.,57826,8262,29552,95640,18947,14980,12716,10181,79622,66068,20849,15228,866,573,382,244849,641,1033,181,84850,469,915,10486,6368347,607,1042,6509,18800435,2888,5670,1816,5269445,2902,6114,53652,144584379,2695,5597,2840,24822830,8740,18699,2021,20669936,10228,25083,2206,31577889,14315,33307,675,12466790,18469,45742,358,176450,493,737,5881,649426,110,310,60,154025,2567,4700,46,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,11,Eng,Eng,England,1154979,879198,35634709,41,12,125,179,299,2969,20822,9309,719420,78026,51347,406107,107137,4839,42988246,551,966,36803465,717,1320,1136477337,2798,6059,1010503310,9432,22986,63881658,13201,31194,.,.,.,.,.,.,86609,7054,24068,21143,10162,45325,9383,.,.,.,.,.,.,.,.,371775,36405,224631,632811,156993,118158,102097,78124,561637,433711,178549,115848,8011,5146,921,554455,602,1023,530,310924,587,1104,76575,42122867,550,965,29078,80803798,2779,5789,10357,29306752,2830,6227,366672,1026366787,2799,6074,10389,99414855,9569,21479,5136,54208552,10555,25985,10383,135215428,13023,29406,1966,35125797,17867,42603,4043,1470112,364,627,43872,3232381,74,167,888,2225618,2506,5405,739,.,.,.,.,.,.,.,.,.,.,.,157,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,11,Y59,R1F,ISLE OF WIGHT NHS TRUST,3121,1793,36216,20,4,67,103,205,15,0,5,2482,159,98,1137,714,47,103502,651,1060,76623,782,1282,1879762,1653,3275,3263437,4571,11095,212692,4525,11916,.,.,.,.,.,.,229,1,27,61,8,193,16,.,.,.,.,.,.,.,.,1460,22,771,2253,277,229,171,140,1360,1220,869,753,56,48,2,1762,881,989,3,13068,4356,5837,154,88672,576,1040,101,156636,1551,3071,24,118928,4955,11073,1012,1604198,1585,3145,160,735756,4598,9666,12,117790,9816,14980,16,110655,6916,16383,10,186837,18684,49657,6,1413,236,338,127,6619,52,113,1,615,615,615,1,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,11,Y56,RRU,LONDON AMBULANCE SERVICE NHS TRUST,187807,142699,2009279,14,0,53,100,203,607,0,1936,107732,10092,7151,60130,15097,1160,4296556,426,714,4950451,692,1202,157583064,2621,5809,99633256,6600,16675,15245704,13143,28101,.,.,.,.,.,.,17233,321,2759,3682,133,14020,0,.,.,.,.,.,.,.,.,54866,3933,31700,90499,25654,19632,17854,13958,85321,66827,22460,17317,1534,1223,139,68034,489,888,62,35811,578,1134,9891,4192711,424,711,3202,8959468,2798,5908,1117,2803850,2510,5525,55811,145819746,2613,5809,798,7051784,8837,19086,250,1801418,7206,17428,900,10089204,11210,23409,66,724754,10981,25147,858,276937,323,567,5220,417929,80,171,179,559703,3127,6713,145,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,11,Y63,RX6,NORTH EAST AMBULANCE SERVICE NHS FOUNDATION TRUST,50188,41496,1887247,45,15,119,179,292,73,2444,12,35219,3158,2017,19880,4944,423,1433082,454,794,1027444,509,927,48480820,2439,4984,39342735,7958,19989,2465992,5830,12698,.,.,.,.,.,.,4435,48,341,2199,237,3809,0,.,.,.,.,.,.,.,.,18442,3404,8938,30784,5852,4584,3679,2907,25740,21563,7587,5348,743,442,129,68969,535,878,111,51686,466,919,2918,1312427,450,787,2737,7016571,2564,5149,685,1493870,2181,4506,16458,39970379,2429,4970,219,1243516,5678,10993,59,409431,6940,14226,1625,15902766,9786,19123,406,5008372,12336,29490,117,61452,525,874,1750,103930,59,152,0,0,.,.,0,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,11,Y62,RX7,NORTH WEST AMBULANCE SERVICE NHS TRUST,147788,121328,1875805,15,0,48,92,181,258,16151,3194,91602,13577,9399,50499,10208,821,7193984,530,895,6495684,691,1186,148270367,2936,6331,111156870,10889,25977,17335168,21115,50334,.,.,.,.,.,.,8940,522,5066,431,652,2700,169,.,.,.,.,.,.,.,.,48437,6503,27722,82662,26460,20965,18199,14634,69774,52804,14524,10435,1127,807,76,60197,792,1173,34,31389,923,1482,13467,7102398,527,893,3855,12592961,3267,6824,2075,6289184,3031,6511,44569,129388222,2903,6288,1748,19625064,11227,26560,1269,16579234,13065,31568,912,19605909,21498,57741,475,12835178,27021,60147,290,114289,394,693,7287,338248,46,93,83,230173,2773,5854,56,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,11,Y63,RX8,YORKSHIRE AMBULANCE SERVICE NHS TRUST,106979,72197,4885759,68,0,233,317,555,290,136,251,69515,7700,5443,39898,8856,161,4686586,609,1047,3680439,676,1162,100551225,2520,5454,70380442,7947,19138,1562796,9707,25956,.,.,.,.,.,.,7520,424,1040,5774,2721,3335,1080,.,.,.,.,.,.,.,.,38002,4919,19074,61995,12791,10129,8805,7017,51462,42220,13004,9441,241,182,233,138817,596,1020,56,28135,502,1043,7411,4519634,610,1047,3589,9935432,2768,5784,1112,2958554,2661,5930,35197,87657239,2490,5413,1781,15728313,8831,19325,1585,14470732,9130,21850,1243,17502598,14081,35542,520,9226563,17743,46227,262,113039,431,704,4104,346034,84,227,67,138849,2072,4137,51,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,11,Y60,RX9,EAST MIDLANDS AMBULANCE SERVICE NHS TRUST,105089,85424,2715917,32,2,111,172,299,426,2047,543,65287,8274,5258,39679,7088,84,4613385,558,981,5331134,1014,2330,130766522,3296,7164,82269170,11607,28796,1040377,12385,26118,.,.,.,.,.,.,7191,1203,609,38,3999,1380,2792,.,.,.,.,.,.,.,.,33271,3479,21346,58096,14424,11425,9361,7524,53368,42271,10757,7572,79,61,0,0,.,.,13,9635,741,1171,8261,4603750,557,979,594,2036911,3429,7325,906,3065342,3383,7913,38179,125664269,3291,7128,2,22367,11184,15107,234,4061800,17358,44775,2097,18215631,8687,17293,74,1133124,15312,43378,336,104565,311,532,4550,321312,71,159,41,127084,3100,7915,25,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,11,Y60,RYA,WEST MIDLANDS AMBULANCE SERVICE UNIVERSITY NHS FOUNDATION TRUST,139288,109089,607761,6,2,16,27,52,49,0,185,91603,9442,5906,49406,13381,613,4651288,493,866,3329722,564,1006,116820904,2365,5318,160700406,12010,30684,9281840,15142,39152,.,.,.,.,.,.,15203,2983,5367,3720,625,6228,3262,.,.,.,.,.,.,.,.,43297,5480,27623,76400,19624,13463,11922,8402,67748,51558,27878,14006,1632,645,160,88465,553,957,103,57415,557,1074,9179,4505408,491,865,5383,12977740,2411,5284,1183,3243029,2741,6563,42840,100600135,2348,5282,1418,17771295,12533,29541,311,3589935,11543,36620,1359,23514679,17303,35570,151,2359271,15624,36620,549,168231,306,516,5210,163768,31,53,147,328283,2233,4797,131,.,.,.,.,.,.,.,.,.,.,.,134,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,11,Y61,RYC,EAST OF ENGLAND AMBULANCE SERVICE NHS TRUST,114300,83382,9275891,111,55,308,389,571,416,8,2791,69712,8640,5544,42087,8500,304,5924245,686,1227,4594684,829,1459,130804038,3108,6578,88155437,10371,24151,4129415,13584,37529,.,.,.,.,.,.,6238,75,3959,515,33,2171,420,.,.,.,.,.,.,.,.,38254,2081,23139,63474,18774,13098,11746,8289,66896,45804,16911,9730,544,372,13,9322,717,1154,1,500,500,500,8626,5914423,686,1228,2956,9465900,3202,6618,951,3260555,3429,7381,38180,118077583,3093,6554,377,4674351,12399,31036,106,1474724,13912,44663,581,9211774,15855,44175,80,1271894,15899,41099,586,203050,347,595,4582,567312,124,311,157,329425,2098,4688,142,.,.,.,.,.,.,.,.,.,.,.,8,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,11,Y59,RYD,SOUTH EAST COAST AMBULANCE SERVICE NHS FOUNDATION TRUST,92929,76122,1833973,24,1,90,155,276,255,22,42,62497,4884,3137,34267,14555,295,2686793,550,984,2088643,666,1198,69004448,2014,4099,142262313,9774,22433,4503926,15268,34879,.,.,.,.,.,.,6232,241,1269,1573,511,4211,1300,.,.,.,.,.,.,.,.,35150,1627,19488,56265,9908,7360,6219,4697,47452,36099,27953,15388,581,323,85,54812,645,1159,73,47782,655,1259,4726,2584199,547,974,2288,4112542,1797,3574,1037,2011288,1940,3930,30942,62880618,2032,4142,915,10541409,11521,25265,488,6481036,13281,30457,846,12152366,14364,32750,93,1532138,16475,34502,8,3376,422,711,3320,223407,67,101,89,167388,1881,4139,83,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,11,Y59,RYE,SOUTH CENTRAL AMBULANCE SERVICE NHS FOUNDATION TRUST,89024,49490,2026573,41,4,145,221,383,252,14,39,53391,3868,2397,26024,14073,812,1945532,503,926,1540322,643,1183,41833549,1607,3229,92707979,6588,14622,6458831,7954,18026,.,.,.,.,.,.,6246,203,720,410,717,4606,344,.,.,.,.,.,.,.,.,26607,2308,18230,47145,7098,5475,4350,3405,34334,27527,21312,15435,1310,917,36,23354,649,1271,38,17333,456,962,3794,1904845,502,924,2128,3274979,1539,2967,503,732793,1457,2870,23393,37825777,1617,3265,2015,10676766,5299,9738,649,2982088,4595,9169,205,2472482,12061,20456,63,546285,8671,17809,231,77577,336,609,3032,235064,78,185,60,147570,2460,4880,55,.,.,.,.,.,.,.,.,.,.,.,14,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,11,Y58,RYF,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,118466,96178,8480288,88,45,247,300,426,328,0,311,70380,8232,4997,43100,9721,119,5453293,662,1212,3688319,738,1364,190482638,4420,9808,120631265,12409,32635,1644917,13823,36858,.,.,.,.,.,.,7142,1033,2911,2740,526,2672,0,.,.,.,.,.,.,.,.,33989,2649,26600,63238,16131,11798,9791,7151,58182,45818,15294,10423,164,126,48,40723,848,1340,36,18170,505,878,8148,5394400,662,1212,2245,10274658,4577,9399,764,3329359,4358,9681,40091,176878621,4412,9824,956,11344234,11866,27991,173,2240364,12950,34541,599,6437364,10747,23228,28,301381,10764,23647,800,346183,433,753,4690,508758,108,262,64,196528,3071,6364,50,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,11,London,Y56,London,187807,142699,2009279,14,0,53,100,203,607,0,1936,107732,10092,7151,60130,15097,1160,4296556,426,714,4950451,692,1202,157583064,2621,5809,99633256,6600,16675,15245704,13143,28101,.,.,.,.,.,.,17233,321,2759,3682,133,14020,0,.,.,.,.,.,.,.,.,54866,3933,31700,90499,25654,19632,17854,13958,85321,66827,22460,17317,1534,1223,139,68034,489,888,62,35811,578,1134,9891,4192711,424,711,3202,8959468,2798,5908,1117,2803850,2510,5525,55811,145819746,2613,5809,798,7051784,8837,19086,250,1801418,7206,17428,900,10089204,11210,23409,66,724754,10981,25147,858,276937,323,567,5220,417929,80,171,179,559703,3127,6713,145,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,11,South West,Y58,South West,118466,96178,8480288,88,45,247,300,426,328,0,311,70380,8232,4997,43100,9721,119,5453293,662,1212,3688319,738,1364,190482638,4420,9808,120631265,12409,32635,1644917,13823,36858,.,.,.,.,.,.,7142,1033,2911,2740,526,2672,0,.,.,.,.,.,.,.,.,33989,2649,26600,63238,16131,11798,9791,7151,58182,45818,15294,10423,164,126,48,40723,848,1340,36,18170,505,878,8148,5394400,662,1212,2245,10274658,4577,9399,764,3329359,4358,9681,40091,176878621,4412,9824,956,11344234,11866,27991,173,2240364,12950,34541,599,6437364,10747,23228,28,301381,10764,23647,800,346183,433,753,4690,508758,108,262,64,196528,3071,6364,50,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,11,South East,Y59,South East,185074,127405,3896762,31,2,111,180,317,522,36,86,118370,8911,5632,61428,29342,1154,4735827,531,960,3705588,658,1193,112717759,1835,3715,238233729,8119,18411,11175449,9684,22085,.,.,.,.,.,.,12707,445,2016,2044,1236,9010,1660,.,.,.,.,.,.,.,.,63217,3957,38489,105663,17283,13064,10740,8242,83146,64846,50134,31576,1947,1288,123,79928,650,1189,114,78183,686,1280,8674,4577716,528,953,4517,7544157,1670,3277,1564,2863009,1831,3699,55347,102310593,1849,3753,3090,21953931,7105,14332,1149,9580914,8338,18271,1067,14735503,13810,30143,166,2265260,13646,29080,245,82366,336,606,6479,465090,72,141,150,315573,2104,4412,139,.,.,.,.,.,.,.,.,.,.,.,15,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,11,Midlands,Y60,Midlands,244377,194513,3323678,17,2,58,91,160,475,2047,728,156890,17716,11164,89085,20469,697,9264673,523,920,8660856,776,1630,247587426,2779,6140,242969576,11870,30030,10322217,14809,37581,.,.,.,.,.,.,22394,4186,5976,3758,4624,7608,6054,.,.,.,.,.,.,.,.,76568,8959,48969,134496,34048,24888,21283,15926,121116,93829,38635,21578,1711,706,160,88465,553,957,116,67050,578,1085,17440,9109158,522,919,5977,15014651,2512,5487,2089,6308371,3020,7148,81019,226264404,2793,6152,1420,17793662,12531,29521,545,7651735,14040,40121,3456,41730310,12075,24480,225,3492395,15522,38843,885,272796,308,522,9760,485080,50,102,188,455367,2422,5477,156,.,.,.,.,.,.,.,.,.,.,.,134,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,11,East of England,Y61,East of England,114300,83382,9275891,111,55,308,389,571,416,8,2791,69712,8640,5544,42087,8500,304,5924245,686,1227,4594684,829,1459,130804038,3108,6578,88155437,10371,24151,4129415,13584,37529,.,.,.,.,.,.,6238,75,3959,515,33,2171,420,.,.,.,.,.,.,.,.,38254,2081,23139,63474,18774,13098,11746,8289,66896,45804,16911,9730,544,372,13,9322,717,1154,1,500,500,500,8626,5914423,686,1228,2956,9465900,3202,6618,951,3260555,3429,7381,38180,118077583,3093,6554,377,4674351,12399,31036,106,1474724,13912,44663,581,9211774,15855,44175,80,1271894,15899,41099,586,203050,347,595,4582,567312,124,311,157,329425,2098,4688,142,.,.,.,.,.,.,.,.,.,.,.,8,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
